model,weights,kv,batch,length,bytes_per_step,bandwidth_gbs,step_ms,stream_tokens_per_s,total_tokens_per_s
GPT-2,int8,bf16,1,128,168829440,4,42.207,23.7,23.7
GPT-2,int8,bf16,1,128,168829440,8,21.104,47.4,47.4
GPT-2,int8,bf16,1,128,168829440,16,10.552,94.8,94.8
GPT-2,int8,bf16,1,128,168829440,32,5.276,189.5,189.5
GPT-2,int8,bf16,1,128,168829440,64,2.638,379.1,379.1
GPT-2,int8,bf16,1,128,168829440,128,1.319,758.2,758.2
GPT-2,int8,bf16,1,128,168829440,256,0.659,1516.3,1516.3
GPT-2,int8,bf16,1,128,168829440,512,0.330,3032.6,3032.6
GPT-2,int8,bf16,1,256,173548032,4,43.387,23.0,23.0
GPT-2,int8,bf16,1,256,173548032,8,21.694,46.1,46.1
GPT-2,int8,bf16,1,256,173548032,16,10.847,92.2,92.2
GPT-2,int8,bf16,1,256,173548032,32,5.423,184.4,184.4
GPT-2,int8,bf16,1,256,173548032,64,2.712,368.8,368.8
GPT-2,int8,bf16,1,256,173548032,128,1.356,737.5,737.5
GPT-2,int8,bf16,1,256,173548032,256,0.678,1475.1,1475.1
GPT-2,int8,bf16,1,256,173548032,512,0.339,2950.2,2950.2
GPT-2,int8,bf16,1,512,182985216,4,45.746,21.9,21.9
GPT-2,int8,bf16,1,512,182985216,8,22.873,43.7,43.7
GPT-2,int8,bf16,1,512,182985216,16,11.437,87.4,87.4
GPT-2,int8,bf16,1,512,182985216,32,5.718,174.9,174.9
GPT-2,int8,bf16,1,512,182985216,64,2.859,349.8,349.8
GPT-2,int8,bf16,1,512,182985216,128,1.430,699.5,699.5
GPT-2,int8,bf16,1,512,182985216,256,0.715,1399.0,1399.0
GPT-2,int8,bf16,1,512,182985216,512,0.357,2798.0,2798.0
GPT-2,int8,bf16,1,1024,201859584,4,50.465,19.8,19.8
GPT-2,int8,bf16,1,1024,201859584,8,25.232,39.6,39.6
GPT-2,int8,bf16,1,1024,201859584,16,12.616,79.3,79.3
GPT-2,int8,bf16,1,1024,201859584,32,6.308,158.5,158.5
GPT-2,int8,bf16,1,1024,201859584,64,3.154,317.1,317.1
GPT-2,int8,bf16,1,1024,201859584,128,1.577,634.1,634.1
GPT-2,int8,bf16,1,1024,201859584,256,0.789,1268.2,1268.2
GPT-2,int8,bf16,1,1024,201859584,512,0.394,2536.4,2536.4
GPT-2,int8,bf16,4,128,182985216,4,45.746,21.9,87.4
GPT-2,int8,bf16,4,128,182985216,8,22.873,43.7,174.9
GPT-2,int8,bf16,4,128,182985216,16,11.437,87.4,349.8
GPT-2,int8,bf16,4,128,182985216,32,5.718,174.9,699.5
GPT-2,int8,bf16,4,128,182985216,64,2.859,349.8,1399.0
GPT-2,int8,bf16,4,128,182985216,128,1.430,699.5,2798.0
GPT-2,int8,bf16,4,128,182985216,256,0.715,1399.0,5596.1
GPT-2,int8,bf16,4,128,182985216,512,0.357,2798.0,11192.2
GPT-2,int8,bf16,4,256,201859584,4,50.465,19.8,79.3
GPT-2,int8,bf16,4,256,201859584,8,25.232,39.6,158.5
GPT-2,int8,bf16,4,256,201859584,16,12.616,79.3,317.1
GPT-2,int8,bf16,4,256,201859584,32,6.308,158.5,634.1
GPT-2,int8,bf16,4,256,201859584,64,3.154,317.1,1268.2
GPT-2,int8,bf16,4,256,201859584,128,1.577,634.1,2536.4
GPT-2,int8,bf16,4,256,201859584,256,0.789,1268.2,5072.8
GPT-2,int8,bf16,4,256,201859584,512,0.394,2536.4,10145.7
GPT-2,int8,bf16,4,512,239608320,4,59.902,16.7,66.8
GPT-2,int8,bf16,4,512,239608320,8,29.951,33.4,133.6
GPT-2,int8,bf16,4,512,239608320,16,14.976,66.8,267.1
GPT-2,int8,bf16,4,512,239608320,32,7.488,133.6,534.2
GPT-2,int8,bf16,4,512,239608320,64,3.744,267.1,1068.4
GPT-2,int8,bf16,4,512,239608320,128,1.872,534.2,2136.8
GPT-2,int8,bf16,4,512,239608320,256,0.936,1068.4,4273.6
GPT-2,int8,bf16,4,512,239608320,512,0.468,2136.8,8547.3
GPT-2,int8,bf16,4,1024,315105792,4,78.776,12.7,50.8
GPT-2,int8,bf16,4,1024,315105792,8,39.388,25.4,101.6
GPT-2,int8,bf16,4,1024,315105792,16,19.694,50.8,203.1
GPT-2,int8,bf16,4,1024,315105792,32,9.847,101.6,406.2
GPT-2,int8,bf16,4,1024,315105792,64,4.924,203.1,812.4
GPT-2,int8,bf16,4,1024,315105792,128,2.462,406.2,1624.9
GPT-2,int8,bf16,4,1024,315105792,256,1.231,812.4,3249.7
GPT-2,int8,bf16,4,1024,315105792,512,0.615,1624.9,6499.4
GPT-2,int8,bf16,16,128,239608320,4,59.902,16.7,267.1
GPT-2,int8,bf16,16,128,239608320,8,29.951,33.4,534.2
GPT-2,int8,bf16,16,128,239608320,16,14.976,66.8,1068.4
GPT-2,int8,bf16,16,128,239608320,32,7.488,133.6,2136.8
GPT-2,int8,bf16,16,128,239608320,64,3.744,267.1,4273.6
GPT-2,int8,bf16,16,128,239608320,128,1.872,534.2,8547.3
GPT-2,int8,bf16,16,128,239608320,256,0.936,1068.4,17094.6
GPT-2,int8,bf16,16,128,239608320,512,0.468,2136.8,34189.1
GPT-2,int8,bf16,16,256,315105792,4,78.776,12.7,203.1
GPT-2,int8,bf16,16,256,315105792,8,39.388,25.4,406.2
GPT-2,int8,bf16,16,256,315105792,16,19.694,50.8,812.4
GPT-2,int8,bf16,16,256,315105792,32,9.847,101.6,1624.9
GPT-2,int8,bf16,16,256,315105792,64,4.924,203.1,3249.7
GPT-2,int8,bf16,16,256,315105792,128,2.462,406.2,6499.4
GPT-2,int8,bf16,16,256,315105792,256,1.231,812.4,12998.8
GPT-2,int8,bf16,16,256,315105792,512,0.615,1624.9,25997.6
GPT-2,int8,bf16,16,512,466100736,4,116.525,8.6,137.3
GPT-2,int8,bf16,16,512,466100736,8,58.263,17.2,274.6
GPT-2,int8,bf16,16,512,466100736,16,29.131,34.3,549.2
GPT-2,int8,bf16,16,512,466100736,32,14.566,68.7,1098.5
GPT-2,int8,bf16,16,512,466100736,64,7.283,137.3,2196.9
GPT-2,int8,bf16,16,512,466100736,128,3.641,274.6,4393.9
GPT-2,int8,bf16,16,512,466100736,256,1.821,549.2,8787.8
GPT-2,int8,bf16,16,512,466100736,512,0.910,1098.5,17575.6
GPT-2,int8,bf16,16,1024,768090624,4,192.023,5.2,83.3
GPT-2,int8,bf16,16,1024,768090624,8,96.011,10.4,166.6
GPT-2,int8,bf16,16,1024,768090624,16,48.006,20.8,333.3
GPT-2,int8,bf16,16,1024,768090624,32,24.003,41.7,666.6
GPT-2,int8,bf16,16,1024,768090624,64,12.001,83.3,1333.2
GPT-2,int8,bf16,16,1024,768090624,128,6.001,166.6,2666.4
GPT-2,int8,bf16,16,1024,768090624,256,3.000,333.3,5332.7
GPT-2,int8,bf16,16,1024,768090624,512,1.500,666.6,10665.4
GPT-2,int8,bf16,64,128,466100736,4,116.525,8.6,549.2
GPT-2,int8,bf16,64,128,466100736,8,58.263,17.2,1098.5
GPT-2,int8,bf16,64,128,466100736,16,29.131,34.3,2196.9
GPT-2,int8,bf16,64,128,466100736,32,14.566,68.7,4393.9
GPT-2,int8,bf16,64,128,466100736,64,7.283,137.3,8787.8
GPT-2,int8,bf16,64,128,466100736,128,3.641,274.6,17575.6
GPT-2,int8,bf16,64,128,466100736,256,1.821,549.2,35151.2
GPT-2,int8,bf16,64,128,466100736,512,0.910,1098.5,70302.4
GPT-2,int8,bf16,64,256,768090624,4,192.023,5.2,333.3
GPT-2,int8,bf16,64,256,768090624,8,96.011,10.4,666.6
GPT-2,int8,bf16,64,256,768090624,16,48.006,20.8,1333.2
GPT-2,int8,bf16,64,256,768090624,32,24.003,41.7,2666.4
GPT-2,int8,bf16,64,256,768090624,64,12.001,83.3,5332.7
GPT-2,int8,bf16,64,256,768090624,128,6.001,166.6,10665.4
GPT-2,int8,bf16,64,256,768090624,256,3.000,333.3,21330.8
GPT-2,int8,bf16,64,256,768090624,512,1.500,666.6,42661.6
GPT-2,int8,bf16,64,512,1372070400,4,343.018,2.9,186.6
GPT-2,int8,bf16,64,512,1372070400,8,171.509,5.8,373.2
GPT-2,int8,bf16,64,512,1372070400,16,85.754,11.7,746.3
GPT-2,int8,bf16,64,512,1372070400,32,42.877,23.3,1492.6
GPT-2,int8,bf16,64,512,1372070400,64,21.439,46.6,2985.3
GPT-2,int8,bf16,64,512,1372070400,128,10.719,93.3,5970.5
GPT-2,int8,bf16,64,512,1372070400,256,5.360,186.6,11941.1
GPT-2,int8,bf16,64,512,1372070400,512,2.680,373.2,23882.2
GPT-2,int8,bf16,64,1024,2580029952,4,645.007,1.6,99.2
GPT-2,int8,bf16,64,1024,2580029952,8,322.504,3.1,198.4
GPT-2,int8,bf16,64,1024,2580029952,16,161.252,6.2,396.9
GPT-2,int8,bf16,64,1024,2580029952,32,80.626,12.4,793.8
GPT-2,int8,bf16,64,1024,2580029952,64,40.313,24.8,1587.6
GPT-2,int8,bf16,64,1024,2580029952,128,20.156,49.6,3175.2
GPT-2,int8,bf16,64,1024,2580029952,256,10.078,99.2,6350.3
GPT-2,int8,bf16,64,1024,2580029952,512,5.039,198.4,12700.6
GPT-2,int8,int8,1,128,166543872,4,41.636,24.0,24.0
GPT-2,int8,int8,1,128,166543872,8,20.818,48.0,48.0
GPT-2,int8,int8,1,128,166543872,16,10.409,96.1,96.1
GPT-2,int8,int8,1,128,166543872,32,5.204,192.1,192.1
GPT-2,int8,int8,1,128,166543872,64,2.602,384.3,384.3
GPT-2,int8,int8,1,128,166543872,128,1.301,768.6,768.6
GPT-2,int8,int8,1,128,166543872,256,0.651,1537.1,1537.1
GPT-2,int8,int8,1,128,166543872,512,0.325,3074.3,3074.3
GPT-2,int8,int8,1,256,168976896,4,42.244,23.7,23.7
GPT-2,int8,int8,1,256,168976896,8,21.122,47.3,47.3
GPT-2,int8,int8,1,256,168976896,16,10.561,94.7,94.7
GPT-2,int8,int8,1,256,168976896,32,5.281,189.4,189.4
GPT-2,int8,int8,1,256,168976896,64,2.640,378.8,378.8
GPT-2,int8,int8,1,256,168976896,128,1.320,757.5,757.5
GPT-2,int8,int8,1,256,168976896,256,0.660,1515.0,1515.0
GPT-2,int8,int8,1,256,168976896,512,0.330,3030.0,3030.0
GPT-2,int8,int8,1,512,173842944,4,43.461,23.0,23.0
GPT-2,int8,int8,1,512,173842944,8,21.730,46.0,46.0
GPT-2,int8,int8,1,512,173842944,16,10.865,92.0,92.0
GPT-2,int8,int8,1,512,173842944,32,5.433,184.1,184.1
GPT-2,int8,int8,1,512,173842944,64,2.716,368.1,368.1
GPT-2,int8,int8,1,512,173842944,128,1.358,736.3,736.3
GPT-2,int8,int8,1,512,173842944,256,0.679,1472.6,1472.6
GPT-2,int8,int8,1,512,173842944,512,0.340,2945.2,2945.2
GPT-2,int8,int8,1,1024,183575040,4,45.894,21.8,21.8
GPT-2,int8,int8,1,1024,183575040,8,22.947,43.6,43.6
GPT-2,int8,int8,1,1024,183575040,16,11.473,87.2,87.2
GPT-2,int8,int8,1,1024,183575040,32,5.737,174.3,174.3
GPT-2,int8,int8,1,1024,183575040,64,2.868,348.6,348.6
GPT-2,int8,int8,1,1024,183575040,128,1.434,697.3,697.3
GPT-2,int8,int8,1,1024,183575040,256,0.717,1394.5,1394.5
GPT-2,int8,int8,1,1024,183575040,512,0.359,2789.1,2789.1
GPT-2,int8,int8,4,128,173842944,4,43.461,23.0,92.0
GPT-2,int8,int8,4,128,173842944,8,21.730,46.0,184.1
GPT-2,int8,int8,4,128,173842944,16,10.865,92.0,368.1
GPT-2,int8,int8,4,128,173842944,32,5.433,184.1,736.3
GPT-2,int8,int8,4,128,173842944,64,2.716,368.1,1472.6
GPT-2,int8,int8,4,128,173842944,128,1.358,736.3,2945.2
GPT-2,int8,int8,4,128,173842944,256,0.679,1472.6,5890.4
GPT-2,int8,int8,4,128,173842944,512,0.340,2945.2,11780.7
GPT-2,int8,int8,4,256,183575040,4,45.894,21.8,87.2
GPT-2,int8,int8,4,256,183575040,8,22.947,43.6,174.3
GPT-2,int8,int8,4,256,183575040,16,11.473,87.2,348.6
GPT-2,int8,int8,4,256,183575040,32,5.737,174.3,697.3
GPT-2,int8,int8,4,256,183575040,64,2.868,348.6,1394.5
GPT-2,int8,int8,4,256,183575040,128,1.434,697.3,2789.1
GPT-2,int8,int8,4,256,183575040,256,0.717,1394.5,5578.1
GPT-2,int8,int8,4,256,183575040,512,0.359,2789.1,11156.2
GPT-2,int8,int8,4,512,203039232,4,50.760,19.7,78.8
GPT-2,int8,int8,4,512,203039232,8,25.380,39.4,157.6
GPT-2,int8,int8,4,512,203039232,16,12.690,78.8,315.2
GPT-2,int8,int8,4,512,203039232,32,6.345,157.6,630.4
GPT-2,int8,int8,4,512,203039232,64,3.172,315.2,1260.8
GPT-2,int8,int8,4,512,203039232,128,1.586,630.4,2521.7
GPT-2,int8,int8,4,512,203039232,256,0.793,1260.8,5043.4
GPT-2,int8,int8,4,512,203039232,512,0.397,2521.7,10086.7
GPT-2,int8,int8,4,1024,241967616,4,60.492,16.5,66.1
GPT-2,int8,int8,4,1024,241967616,8,30.246,33.1,132.2
GPT-2,int8,int8,4,1024,241967616,16,15.123,66.1,264.5
GPT-2,int8,int8,4,1024,241967616,32,7.561,132.2,529.0
GPT-2,int8,int8,4,1024,241967616,64,3.781,264.5,1058.0
GPT-2,int8,int8,4,1024,241967616,128,1.890,529.0,2116.0
GPT-2,int8,int8,4,1024,241967616,256,0.945,1058.0,4232.0
GPT-2,int8,int8,4,1024,241967616,512,0.473,2116.0,8463.9
GPT-2,int8,int8,16,128,203039232,4,50.760,19.7,315.2
GPT-2,int8,int8,16,128,203039232,8,25.380,39.4,630.4
GPT-2,int8,int8,16,128,203039232,16,12.690,78.8,1260.8
GPT-2,int8,int8,16,128,203039232,32,6.345,157.6,2521.7
GPT-2,int8,int8,16,128,203039232,64,3.172,315.2,5043.4
GPT-2,int8,int8,16,128,203039232,128,1.586,630.4,10086.7
GPT-2,int8,int8,16,128,203039232,256,0.793,1260.8,20173.4
GPT-2,int8,int8,16,128,203039232,512,0.397,2521.7,40346.9
GPT-2,int8,int8,16,256,241967616,4,60.492,16.5,264.5
GPT-2,int8,int8,16,256,241967616,8,30.246,33.1,529.0
GPT-2,int8,int8,16,256,241967616,16,15.123,66.1,1058.0
GPT-2,int8,int8,16,256,241967616,32,7.561,132.2,2116.0
GPT-2,int8,int8,16,256,241967616,64,3.781,264.5,4232.0
GPT-2,int8,int8,16,256,241967616,128,1.890,529.0,8463.9
GPT-2,int8,int8,16,256,241967616,256,0.945,1058.0,16927.9
GPT-2,int8,int8,16,256,241967616,512,0.473,2116.0,33855.8
GPT-2,int8,int8,16,512,319824384,4,79.956,12.5,200.1
GPT-2,int8,int8,16,512,319824384,8,39.978,25.0,400.2
GPT-2,int8,int8,16,512,319824384,16,19.989,50.0,800.4
GPT-2,int8,int8,16,512,319824384,32,9.995,100.1,1600.9
GPT-2,int8,int8,16,512,319824384,64,4.997,200.1,3201.8
GPT-2,int8,int8,16,512,319824384,128,2.499,400.2,6403.5
GPT-2,int8,int8,16,512,319824384,256,1.249,800.4,12807.0
GPT-2,int8,int8,16,512,319824384,512,0.625,1600.9,25614.1
GPT-2,int8,int8,16,1024,475537920,4,118.884,8.4,134.6
GPT-2,int8,int8,16,1024,475537920,8,59.442,16.8,269.2
GPT-2,int8,int8,16,1024,475537920,16,29.721,33.6,538.3
GPT-2,int8,int8,16,1024,475537920,32,14.861,67.3,1076.7
GPT-2,int8,int8,16,1024,475537920,64,7.430,134.6,2153.4
GPT-2,int8,int8,16,1024,475537920,128,3.715,269.2,4306.7
GPT-2,int8,int8,16,1024,475537920,256,1.858,538.3,8613.4
GPT-2,int8,int8,16,1024,475537920,512,0.929,1076.7,17226.8
GPT-2,int8,int8,64,128,319824384,4,79.956,12.5,800.4
GPT-2,int8,int8,64,128,319824384,8,39.978,25.0,1600.9
GPT-2,int8,int8,64,128,319824384,16,19.989,50.0,3201.8
GPT-2,int8,int8,64,128,319824384,32,9.995,100.1,6403.5
GPT-2,int8,int8,64,128,319824384,64,4.997,200.1,12807.0
GPT-2,int8,int8,64,128,319824384,128,2.499,400.2,25614.1
GPT-2,int8,int8,64,128,319824384,256,1.249,800.4,51228.1
GPT-2,int8,int8,64,128,319824384,512,0.625,1600.9,102456.2
GPT-2,int8,int8,64,256,475537920,4,118.884,8.4,538.3
GPT-2,int8,int8,64,256,475537920,8,59.442,16.8,1076.7
GPT-2,int8,int8,64,256,475537920,16,29.721,33.6,2153.4
GPT-2,int8,int8,64,256,475537920,32,14.861,67.3,4306.7
GPT-2,int8,int8,64,256,475537920,64,7.430,134.6,8613.4
GPT-2,int8,int8,64,256,475537920,128,3.715,269.2,17226.8
GPT-2,int8,int8,64,256,475537920,256,1.858,538.3,34453.6
GPT-2,int8,int8,64,256,475537920,512,0.929,1076.7,68907.2
GPT-2,int8,int8,64,512,786964992,4,196.741,5.1,325.3
GPT-2,int8,int8,64,512,786964992,8,98.371,10.2,650.6
GPT-2,int8,int8,64,512,786964992,16,49.185,20.3,1301.2
GPT-2,int8,int8,64,512,786964992,32,24.593,40.7,2602.4
GPT-2,int8,int8,64,512,786964992,64,12.296,81.3,5204.8
GPT-2,int8,int8,64,512,786964992,128,6.148,162.7,10409.6
GPT-2,int8,int8,64,512,786964992,256,3.074,325.3,20819.2
GPT-2,int8,int8,64,512,786964992,512,1.537,650.6,41638.4
GPT-2,int8,int8,64,1024,1409819136,4,352.455,2.8,181.6
GPT-2,int8,int8,64,1024,1409819136,8,176.227,5.7,363.2
GPT-2,int8,int8,64,1024,1409819136,16,88.114,11.3,726.3
GPT-2,int8,int8,64,1024,1409819136,32,44.057,22.7,1452.7
GPT-2,int8,int8,64,1024,1409819136,64,22.028,45.4,2905.3
GPT-2,int8,int8,64,1024,1409819136,128,11.014,90.8,5810.7
GPT-2,int8,int8,64,1024,1409819136,256,5.507,181.6,11621.3
GPT-2,int8,int8,64,1024,1409819136,512,2.754,363.2,23242.7
GPT-2,int8,int4,1,128,165364224,4,41.341,24.2,24.2
GPT-2,int8,int4,1,128,165364224,8,20.671,48.4,48.4
GPT-2,int8,int4,1,128,165364224,16,10.335,96.8,96.8
GPT-2,int8,int4,1,128,165364224,32,5.168,193.5,193.5
GPT-2,int8,int4,1,128,165364224,64,2.584,387.0,387.0
GPT-2,int8,int4,1,128,165364224,128,1.292,774.0,774.0
GPT-2,int8,int4,1,128,165364224,256,0.646,1548.1,1548.1
GPT-2,int8,int4,1,128,165364224,512,0.323,3096.2,3096.2
GPT-2,int8,int4,1,256,166617600,4,41.654,24.0,24.0
GPT-2,int8,int4,1,256,166617600,8,20.827,48.0,48.0
GPT-2,int8,int4,1,256,166617600,16,10.414,96.0,96.0
GPT-2,int8,int4,1,256,166617600,32,5.207,192.1,192.1
GPT-2,int8,int4,1,256,166617600,64,2.603,384.1,384.1
GPT-2,int8,int4,1,256,166617600,128,1.302,768.2,768.2
GPT-2,int8,int4,1,256,166617600,256,0.651,1536.5,1536.5
GPT-2,int8,int4,1,256,166617600,512,0.325,3072.9,3072.9
GPT-2,int8,int4,1,512,169124352,4,42.281,23.7,23.7
GPT-2,int8,int4,1,512,169124352,8,21.141,47.3,47.3
GPT-2,int8,int4,1,512,169124352,16,10.570,94.6,94.6
GPT-2,int8,int4,1,512,169124352,32,5.285,189.2,189.2
GPT-2,int8,int4,1,512,169124352,64,2.643,378.4,378.4
GPT-2,int8,int4,1,512,169124352,128,1.321,756.8,756.8
GPT-2,int8,int4,1,512,169124352,256,0.661,1513.7,1513.7
GPT-2,int8,int4,1,512,169124352,512,0.330,3027.4,3027.4
GPT-2,int8,int4,1,1024,174137856,4,43.534,23.0,23.0
GPT-2,int8,int4,1,1024,174137856,8,21.767,45.9,45.9
GPT-2,int8,int4,1,1024,174137856,16,10.884,91.9,91.9
GPT-2,int8,int4,1,1024,174137856,32,5.442,183.8,183.8
GPT-2,int8,int4,1,1024,174137856,64,2.721,367.5,367.5
GPT-2,int8,int4,1,1024,174137856,128,1.360,735.0,735.0
GPT-2,int8,int4,1,1024,174137856,256,0.680,1470.1,1470.1
GPT-2,int8,int4,1,1024,174137856,512,0.340,2940.2,2940.2
GPT-2,int8,int4,4,128,169124352,4,42.281,23.7,94.6
GPT-2,int8,int4,4,128,169124352,8,21.141,47.3,189.2
GPT-2,int8,int4,4,128,169124352,16,10.570,94.6,378.4
GPT-2,int8,int4,4,128,169124352,32,5.285,189.2,756.8
GPT-2,int8,int4,4,128,169124352,64,2.643,378.4,1513.7
GPT-2,int8,int4,4,128,169124352,128,1.321,756.8,3027.4
GPT-2,int8,int4,4,128,169124352,256,0.661,1513.7,6054.7
GPT-2,int8,int4,4,128,169124352,512,0.330,3027.4,12109.4
GPT-2,int8,int4,4,256,174137856,4,43.534,23.0,91.9
GPT-2,int8,int4,4,256,174137856,8,21.767,45.9,183.8
GPT-2,int8,int4,4,256,174137856,16,10.884,91.9,367.5
GPT-2,int8,int4,4,256,174137856,32,5.442,183.8,735.0
GPT-2,int8,int4,4,256,174137856,64,2.721,367.5,1470.1
GPT-2,int8,int4,4,256,174137856,128,1.360,735.0,2940.2
GPT-2,int8,int4,4,256,174137856,256,0.680,1470.1,5880.4
GPT-2,int8,int4,4,256,174137856,512,0.340,2940.2,11760.8
GPT-2,int8,int4,4,512,184164864,4,46.041,21.7,86.9
GPT-2,int8,int4,4,512,184164864,8,23.021,43.4,173.8
GPT-2,int8,int4,4,512,184164864,16,11.510,86.9,347.5
GPT-2,int8,int4,4,512,184164864,32,5.755,173.8,695.0
GPT-2,int8,int4,4,512,184164864,64,2.878,347.5,1390.1
GPT-2,int8,int4,4,512,184164864,128,1.439,695.0,2780.1
GPT-2,int8,int4,4,512,184164864,256,0.719,1390.1,5560.2
GPT-2,int8,int4,4,512,184164864,512,0.360,2780.1,11120.5
GPT-2,int8,int4,4,1024,204218880,4,51.055,19.6,78.3
GPT-2,int8,int4,4,1024,204218880,8,25.527,39.2,156.7
GPT-2,int8,int4,4,1024,204218880,16,12.764,78.3,313.4
GPT-2,int8,int4,4,1024,204218880,32,6.382,156.7,626.8
GPT-2,int8,int4,4,1024,204218880,64,3.191,313.4,1253.6
GPT-2,int8,int4,4,1024,204218880,128,1.595,626.8,2507.1
GPT-2,int8,int4,4,1024,204218880,256,0.798,1253.6,5014.2
GPT-2,int8,int4,4,1024,204218880,512,0.399,2507.1,10028.5
GPT-2,int8,int4,16,128,184164864,4,46.041,21.7,347.5
GPT-2,int8,int4,16,128,184164864,8,23.021,43.4,695.0
GPT-2,int8,int4,16,128,184164864,16,11.510,86.9,1390.1
GPT-2,int8,int4,16,128,184164864,32,5.755,173.8,2780.1
GPT-2,int8,int4,16,128,184164864,64,2.878,347.5,5560.2
GPT-2,int8,int4,16,128,184164864,128,1.439,695.0,11120.5
GPT-2,int8,int4,16,128,184164864,256,0.719,1390.1,22240.9
GPT-2,int8,int4,16,128,184164864,512,0.360,2780.1,44481.9
GPT-2,int8,int4,16,256,204218880,4,51.055,19.6,313.4
GPT-2,int8,int4,16,256,204218880,8,25.527,39.2,626.8
GPT-2,int8,int4,16,256,204218880,16,12.764,78.3,1253.6
GPT-2,int8,int4,16,256,204218880,32,6.382,156.7,2507.1
GPT-2,int8,int4,16,256,204218880,64,3.191,313.4,5014.2
GPT-2,int8,int4,16,256,204218880,128,1.595,626.8,10028.5
GPT-2,int8,int4,16,256,204218880,256,0.798,1253.6,20056.9
GPT-2,int8,int4,16,256,204218880,512,0.399,2507.1,40113.8
GPT-2,int8,int4,16,512,244326912,4,61.082,16.4,261.9
GPT-2,int8,int4,16,512,244326912,8,30.541,32.7,523.9
GPT-2,int8,int4,16,512,244326912,16,15.270,65.5,1047.8
GPT-2,int8,int4,16,512,244326912,32,7.635,131.0,2095.6
GPT-2,int8,int4,16,512,244326912,64,3.818,261.9,4191.1
GPT-2,int8,int4,16,512,244326912,128,1.909,523.9,8382.2
GPT-2,int8,int4,16,512,244326912,256,0.954,1047.8,16764.4
GPT-2,int8,int4,16,512,244326912,512,0.477,2095.6,33528.8
GPT-2,int8,int4,16,1024,324542976,4,81.136,12.3,197.2
GPT-2,int8,int4,16,1024,324542976,8,40.568,24.7,394.4
GPT-2,int8,int4,16,1024,324542976,16,20.284,49.3,788.8
GPT-2,int8,int4,16,1024,324542976,32,10.142,98.6,1577.6
GPT-2,int8,int4,16,1024,324542976,64,5.071,197.2,3155.2
GPT-2,int8,int4,16,1024,324542976,128,2.535,394.4,6310.4
GPT-2,int8,int4,16,1024,324542976,256,1.268,788.8,12620.8
GPT-2,int8,int4,16,1024,324542976,512,0.634,1577.6,25241.6
GPT-2,int8,int4,64,128,244326912,4,61.082,16.4,1047.8
GPT-2,int8,int4,64,128,244326912,8,30.541,32.7,2095.6
GPT-2,int8,int4,64,128,244326912,16,15.270,65.5,4191.1
GPT-2,int8,int4,64,128,244326912,32,7.635,131.0,8382.2
GPT-2,int8,int4,64,128,244326912,64,3.818,261.9,16764.4
GPT-2,int8,int4,64,128,244326912,128,1.909,523.9,33528.8
GPT-2,int8,int4,64,128,244326912,256,0.954,1047.8,67057.7
GPT-2,int8,int4,64,128,244326912,512,0.477,2095.6,134115.4
GPT-2,int8,int4,64,256,324542976,4,81.136,12.3,788.8
GPT-2,int8,int4,64,256,324542976,8,40.568,24.7,1577.6
GPT-2,int8,int4,64,256,324542976,16,20.284,49.3,3155.2
GPT-2,int8,int4,64,256,324542976,32,10.142,98.6,6310.4
GPT-2,int8,int4,64,256,324542976,64,5.071,197.2,12620.8
GPT-2,int8,int4,64,256,324542976,128,2.535,394.4,25241.6
GPT-2,int8,int4,64,256,324542976,256,1.268,788.8,50483.3
GPT-2,int8,int4,64,256,324542976,512,0.634,1577.6,100966.6
GPT-2,int8,int4,64,512,484975104,4,121.244,8.2,527.9
GPT-2,int8,int4,64,512,484975104,8,60.622,16.5,1055.7
GPT-2,int8,int4,64,512,484975104,16,30.311,33.0,2111.4
GPT-2,int8,int4,64,512,484975104,32,15.155,66.0,4222.9
GPT-2,int8,int4,64,512,484975104,64,7.578,132.0,8445.8
GPT-2,int8,int4,64,512,484975104,128,3.789,263.9,16891.6
GPT-2,int8,int4,64,512,484975104,256,1.894,527.9,33783.2
GPT-2,int8,int4,64,512,484975104,512,0.947,1055.7,67566.4
GPT-2,int8,int4,64,1024,805839360,4,201.460,5.0,317.7
GPT-2,int8,int4,64,1024,805839360,8,100.730,9.9,635.4
GPT-2,int8,int4,64,1024,805839360,16,50.365,19.9,1270.7
GPT-2,int8,int4,64,1024,805839360,32,25.182,39.7,2541.4
GPT-2,int8,int4,64,1024,805839360,64,12.591,79.4,5082.9
GPT-2,int8,int4,64,1024,805839360,128,6.296,158.8,10165.8
GPT-2,int8,int4,64,1024,805839360,256,3.148,317.7,20331.6
GPT-2,int8,int4,64,1024,805839360,512,1.574,635.4,40663.2
GPT-2,int4,bf16,1,128,127523328,4,31.881,31.4,31.4
GPT-2,int4,bf16,1,128,127523328,8,15.940,62.7,62.7
GPT-2,int4,bf16,1,128,127523328,16,7.970,125.5,125.5
GPT-2,int4,bf16,1,128,127523328,32,3.985,250.9,250.9
GPT-2,int4,bf16,1,128,127523328,64,1.993,501.9,501.9
GPT-2,int4,bf16,1,128,127523328,128,0.996,1003.7,1003.7
GPT-2,int4,bf16,1,128,127523328,256,0.498,2007.5,2007.5
GPT-2,int4,bf16,1,128,127523328,512,0.249,4015.0,4015.0
GPT-2,int4,bf16,1,256,132241920,4,33.060,30.2,30.2
GPT-2,int4,bf16,1,256,132241920,8,16.530,60.5,60.5
